name,price,status,shipping,free_returns,items_sold
"Samsung Galaxy Note20 Ultra 5G Smartphone 128GB Verizon 6.9"" Bronze SM-N986U",81000,Brand New,777,False,
New Listing,49900,Pre-Owned,1065,False,
New Listing,225,Pre-Owned,999,True,
Samsung Galaxy Note20 5G SM-N981U - 128GB - Mystic Red (Unlocked) (Single SIM),35100,Pre-Owned,726,False,
Samsung Galaxy Note20 5G SM-N981U - 128GB - Mystic Gray (Unlocked),43995,Pre-Owned,795,False,4
"*NEW SEALED* Samsung Galaxy Note 3 N9005 16/32GB Unlocked 5.7"" Smartphone",9099,Brand New,0,True,14
Samsung Galaxy Note10+ 5G SM-N976V - 512GB - Aura Black (Verizon) (Single SIM),25500,Pre-Owned,625,False,
Samsung Galaxy Note9 SM-N960U 128GB Lavender Purple (Unlocked)*READ DESCRIPTION*,16999,Pre-Owned,0,True,
Samsung Galaxy Note9 SM-N960 - 128GB - Midnight Black (Unlocked) (Single SIM),12250,Pre-Owned,600,False,
Samsung Galaxy Note20 5G SM-N981U - 128GB - Mystic Bronze (AT&T Unlocked),28200,Pre-Owned,1065,False,
New Listing,325,Pre-Owned,999,True,
Samsung Galaxy Note 9 128GB N960U AT&T Verizon Boost Straight Talk ALL Unlocked,28729,Brand New,0,False,
"Samsung Galaxy Note 10 Lite SM-N770F, 128GB, Unlocked, Good Condition: CC236",18200,Pre-Owned,749,True,
NEW Samsung Galaxy Note10+ Note 10+ Plus 256GB Aura Glow SM-N975W GSM Unlocked,52900,Brand New,0,True,
 Galaxy Note 20 Ultra SM-N986U1 5G 128 GB. phone its (Consumer Cellula) net work,30000,Pre-Owned,0,True,
Samsung Galaxy Note9 SM-N960 - 128GB - Ocean Blue (T-Mobile) (Dual SIM),7400,Pre-Owned,1154,False,
Read* Samsung Galaxy Note9 SM-N960U - 128GB - Midnight Black  - *Excellent Cond*,19995,Pre-Owned,0,True,
New Listing,20995,Pre-Owned,0,True,
Samsung Galaxy Note 10+ Plus SM-N975U 256GB Aura Glow (Sprint) Very Good B+,34999,Pre-Owned,2499,False,
Samsung Galaxy Note 10+ Plus Cell Phone SM-N975U AT&T Black,34999,Pre-Owned,0,False,
Samsung Galaxy Note 5 64GB Black SM-N920T (T-Mobile) Reduced Price JW1097,6629,Pre-Owned,0,True,
"Samsung SM-N981U Galaxy Note 20 5G Smartphone 6.7"" 128GB Mystic Gray For Verizon",31000,Brand New,799,False,
Samsung Galaxy Note 9 128GB GSM AT&T Unlocked SM-N960U Smartphone Very Good,21999,Very Good - Refurbished,0,True,
"Samsung Galaxy Note10 Duos, SM-N770F, 128GB, Unlocked, Great Condition :DD258",17550,Pre-Owned,749,True,
Samsung Galaxy Note10+ SM-N975U - 256GB - Aura Glow (T-Mobile) - Good,32499,Pre-Owned,0,True,
Samsung N960U Galaxy Note 9 128GB Fully Factory Unlocked Smartphone - Good,20999,Good - Refurbished,0,True,
